MKT,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,IND_SEC,CORP_IND,TRADES,HI_52_WK,LO_52_WK
N,SM,ANNAPURNA,ANNAPURNA SWADISHT LTD,       147.05,       145.05,       147.00,       138.00,       139.95,                 21235150.00,149750,N, ,306,       308.00,       127.55
N,SM,ANONDITA,ANONDITA MEDICARE LIMITED,      1185.55,      1194.80,      1316.00,      1180.00,      1219.90,                 74171030.00,59600,N, ,250,      1316.00,       261.75
N,EQ,ANTELOPUS,ANTELOPUS SELAN ENRGY LTD,       915.35,       925.00,       925.00,       876.00,       899.35,                196665685.80,218479,N, ,9180,       925.00,       357.00
N,EQ,ANTGRAPHIC,ANTARCTICA LTD,         0.80,         0.80,         0.83,         0.80,         0.82,                    43209.07,52890,N, ,135,         1.62,         0.64
N,EQ,ANTHEM,ANTHEM BIOSCIENCES LTD,       745.50,       746.60,       764.00,       746.60,       761.50,                200490376.10,264765,N, ,12984,       873.50,       579.15
N,EQ,ANUHPHR,ANUH PHARMA LIMITED,        75.86,        75.20,        76.69,        75.20,        75.70,                  1302993.88,17154,N, ,378,       229.80,        67.00
N,EQ,ANUP,THE ANUP ENGINEERING LTD,      1911.00,      1914.90,      1946.70,      1899.10,      1915.30,                 33075459.70,17228,N, ,2831,      2954.90,      1422.30
N,EQ,ANURAS,ANUPAM RASAYAN INDIA LTD,      1348.20,      1355.00,      1368.70,      1315.30,      1328.20,                289246780.50,217175,N, ,8957,      1415.00,       991.30
N,SM,ANYA,ANYA POLYTECH & FERTI LTD,        17.25,        16.65,        16.65,        16.45,        16.50,                   578500.00,35000,N, ,7,        28.00,        15.70
N,EQ,APARINDS,APAR INDUSTRIES LTD.,     13709.00,     13825.00,     14174.00,     13655.00,     13878.00,               1398549646.00,100710,N, ,25463,     14174.00,      6801.00
N,EQ,APCL,ANJANI PORTLAND CEM LTD,       119.60,       121.02,       121.02,       118.90,       119.19,                   268154.44,2237,N, ,117,       155.00,        98.35
N,EQ,APCOTEXIND,APCOTEX INDUSTRIES LIMITE,       538.35,       545.00,       552.50,       530.70,       540.20,                116811757.25,215905,N, ,7657,       559.90,       310.45
N,EQ,APEX,APEX FROZEN FOODS LIMITED,       422.05,       425.90,       427.00,       405.00,       410.40,                133468813.80,322288,N, ,8248,       514.50,       208.74
N,EQ,APLAPOLLO,APL APOLLO TUBES LTD,      1808.40,      1810.00,      1854.70,      1810.00,      1822.60,               1809482957.20,985798,N, ,55121,      2301.40,      1492.00
N,EQ,APLLTD,ALEMBIC PHARMA LTD,       737.55,       740.00,       745.45,       727.60,       738.40,                 72327425.90,98111,N, ,8786,      1107.90,       635.80
N,EQ,APOLLO,APOLLO MICRO SYSTEMS LTD,       419.20,       422.00,       432.70,       414.85,       421.35,              11765653674.00,27746500,N, ,247324,       446.90,       162.34
N,EQ,APOLLOPIPE,APOLLO PIPES LIMITED,       480.00,       480.00,       506.00,       477.05,       497.85,                161884330.05,326312,N, ,9696,       554.00,       252.10
N,EQ,APOLLOTYRE,APOLLO TYRES LTD,       395.75,       398.75,       399.00,       395.05,       396.80,                154280508.30,388734,N, ,14576,       540.50,       365.30
N,EQ,APOLSINHOT,APOLLO SINDOORI HOTEL LTD,      1287.80,      1287.80,      1300.00,      1260.10,      1281.50,                   525987.80,408,N, ,55,      1605.00,       950.00
N,SM,APRAMEYA,APRAMEYA ENGINEERING LTD,       163.05,       163.40,       168.00,       163.40,       167.55,                  1587075.00,9500,N, ,8,       360.00,       140.25
N,SM,APS,AUSTRALIAN PREM SOLAR I L,       314.00,       317.80,       322.00,       313.20,       318.10,                  4135050.00,13000,N, ,49,       654.00,       261.00
N,EQ,APTECHT,APTECH LIMITED,       105.26,       105.06,       107.00,       102.51,       104.97,                 32046992.69,304320,N, ,3811,       164.90,        69.10
N,EQ,APTUS,APTUS VALUE HSG FIN I LTD,       262.95,       262.95,       268.80,       261.00,       265.30,                178786297.05,670612,N, ,21759,       364.00,       193.03
N,EQ,AQYLON,AQYLON NEXUS LIMITED,        59.48,        59.46,        60.44,        57.31,        60.07,                345713278.52,5861005,N, ,7868,      2247.00,        39.26
N,EQ,ARCHIDPLY,ARCHIDPLY IND. LTD,        76.07,        76.07,        78.70,        76.07,        77.51,                   431801.43,5612,N, ,139,       120.40,        60.00
N,EQ,ARCHIES,ARCHIES LTD,        14.35,        14.40,        14.49,        14.13,        14.33,                    52858.07,3677,N, ,58,        25.40,        10.86
N,EQ,ARE&M,AMARA RAJA ENERGY MOB LTD,       859.40,       863.90,       870.00,       847.25,       850.25,                401885815.75,468874,N, ,25025,      1057.85,       670.00
N,EQ,ARENTERP,RAJDARSHAN INDUSTRIES LTD,        37.53,        37.53,        38.60,        36.80,        37.11,                    19925.56,540,N, ,16,        62.99,        30.01
N,EQ,ARFIN,ARFIN INDIA LIMITED,        89.23,        88.95,        90.28,        87.54,        89.24,                181330727.46,2045035,N, ,4121,       106.20,        31.43
N,SM,ARHAM,ARHAM TECHNOLOGIES LTD,       144.35,       142.00,       142.00,       141.95,       141.95,                   425950.00,3000,N, ,3,       161.00,        70.80
N,EQ,ARIES,ARIES AGRO LTD.,       334.05,       331.65,       338.00,       328.00,       330.35,                  4348909.45,13072,N, ,608,       459.90,       285.35
N,EQ,ARIHANT,ARIHANT FOUN & HOU LTD,       824.00,       822.70,       859.25,       815.00,       823.90,                  1199568.35,1437,N, ,146,      1100.00,        22.50
N,SM,ARIHANTACA,ARIHANT ACADEMY LIMITED,       460.00,       458.00,       458.00,       458.00,       458.00,                  1465600.00,3200,N, ,1,       555.00,       250.00
N,EQ,ARIHANTCAP,ARIHANT CAPITAL MKTS LTD,        66.94,        67.00,        67.58,        66.30,        66.65,                  8822030.44,132135,N, ,1134,       120.00,        56.97
N,EQ,ARIHANTSUP,ARIHANT SUPERSTRUCT LTD,       265.30,       265.50,       267.15,       255.05,       260.05,                 14246949.35,54691,N, ,1107,       465.00,       188.80
N,EQ,ARIS,ARISINFRA SOLUTIONS LTD,       115.00,       116.72,       116.72,       113.00,       113.89,                114395967.09,1005069,N, ,3405,       208.50,        82.18
N,EQ,ARKADE,ARKADE DEVELOPERS LIMITED,       113.22,       114.35,       115.90,       111.80,       112.63,                 19677595.88,173997,N, ,1659,       213.69,        92.62
N,EQ,ARMANFIN,ARMAN FIN SERV LTD,      1590.20,      1586.30,      1631.90,      1574.70,      1596.50,                 40991179.60,25650,N, ,3492,      1906.60,      1270.00
N,EQ,AROGRANITE,ARO GRANITE IND. LTD.,        24.81,        25.49,        25.50,        25.00,        25.08,                    47889.16,1889,N, ,21,        45.63,        18.67
N,EQ,ARROWGREEN,ARROW GREENTECH LIMITED,       542.35,       542.00,       559.00,       529.30,       536.95,                 38355150.05,70964,N, ,2564,       817.95,       341.95
N,EQ,ARSSBL,ANAND RATHI SH N STK BR L,       527.05,       531.95,       534.40,       518.55,       524.75,                111908168.85,212385,N, ,6609,       794.85,       416.00
N,EQ,ARTEMISMED,ARTEMIS MED SERVICE LTD,       271.10,       271.40,       276.80,       267.10,       268.20,                 29641038.95,109214,N, ,3027,       297.50,       203.35
N,EQ,ARVEE,ARVEE LABORATORIES I LTD,       157.00,       157.00,       186.99,       157.00,       164.49,                  1246031.92,7378,N, ,295,       290.78,       129.11
N,EQ,ARVIND,ARVIND LIMITED,       501.05,       502.55,       510.80,       492.15,       493.70,                307330315.05,613084,N, ,21909,       514.85,       274.80
N,EQ,ARVINDFASN,ARVIND FASHIONS LIMITED,       471.10,       471.00,       477.75,       467.20,       469.30,                 61563718.25,131097,N, ,7077,       579.00,       366.20
N,EQ,ARVSMART,ARVIND SMARTSPACES LTD,       584.40,       585.05,       591.00,       581.65,       584.60,                  8481354.55,14473,N, ,620,       757.00,       486.80
N,EQ,ASAHIINDIA,ASAHI INDIA GLASS LIMITED,       891.40,       892.00,       905.95,       883.35,       901.90,                 58112013.30,64779,N, ,7498,      1074.00,       688.30
N,EQ,ASAHISONG,ASAHI SONGWON COLOR LTD,       259.28,       259.50,       262.00,       253.15,       254.36,                  3281462.12,12827,N, ,1003,       454.75,       179.64
N,EQ,ASAL,AUTOMOTIVE STAMPINGS & AS,       514.20,       513.00,       519.30,       506.00,       507.80,                  9278804.45,18132,N, ,923,       654.65,       374.50
N,EQ,ASALCBR,ASSO ALCOHOLS & BREW LTD,       821.10,       827.80,       840.00,       817.55,       826.35,                 12928814.05,15602,N, ,1211,      1277.00,       660.65
N,SM,ASHALOG,ASHAPURA LOGISTICS LTD,        57.00,        53.20,        56.95,        52.50,        54.65,                  1721400.00,32000,N, ,26,        92.60,        50.00
N,EQ,ASHAPURMIN,ASHAPURA MINECHEM LTD,       740.60,       745.70,       756.80,       698.20,       702.75,                795076738.45,1115401,N, ,30471,       924.90,       366.10
N,EQ,ASHIANA,ASHIANA HOUSING LTD,       355.80,       357.10,       359.45,       350.35,       352.80,                 10015119.30,28200,N, ,1198,       389.40,       269.45
N,EQ,ASHIKA,ASHIKA CREDIT CAPITAL L,       359.85,       359.85,       365.55,       359.20,       362.75,                 39170630.50,107834,N, ,2343,       410.95,       339.95
N,EQ,ASHIMASYN,ASHIMA LTD,        16.52,        16.98,        17.00,        16.50,        16.68,                  1179342.98,70925,N, ,217,        31.70,        11.50
N,EQ,ASHOKA,ASHOKA BUILDCON LTD,       122.89,       122.97,       124.12,       121.65,       122.36,                 87829535.87,715476,N, ,5345,       230.80,       101.00
N,EQ,ASHOKAMET,ASHOKA METCAST LIMITED,        15.41,        15.21,        15.68,        15.02,        15.20,                   580972.92,38123,N, ,183,        21.00,        12.13
N,EQ,ASHOKLEY,ASHOK LEYLAND LTD,       144.44,       146.00,       146.53,       143.80,       145.29,               3249888159.08,22386114,N, ,93496,       254.40,       114.96
N,SM,ASHWINI,ASHWINI CONTAINER MOVER L,       142.00,       141.00,       144.00,       141.00,       144.00,                  7564000.00,53000,N, ,8,       167.80,       120.00
N,EQ,ASIANENE,ASIAN ENERGY SERVICES LTD,       369.20,       368.00,       385.00,       364.60,       382.10,                217995974.10,579691,N, ,12000,       391.65,       230.00
N,EQ,ASIANHOTNR,ASIAN HOTELS (NORTH) LTD,       302.35,       297.80,       310.00,       291.50,       303.95,                   749510.65,2484,N, ,121,       384.00,       247.50
N,EQ,ASIANTILES,ASIAN GRANITO IND. LTD.,        60.17,        60.17,        60.65,        59.03,        59.40,                 40457765.08,675662,N, ,2525,        79.06,        55.00
N,EQ,ASKAUTOLTD,ASK AUTOMOTIVE LIMITED,       435.60,       433.80,       442.90,       426.30,       438.65,                 51956368.25,119736,N, ,6395,       578.50,       375.30
N,EQ,ASMS,BARTRONICS INDIA LIMITED,         7.47,         7.58,         7.64,         7.39,         7.43,                  5118308.27,684017,N, ,1189,        17.60,         6.95
N,EQ,ASPINWALL,ASPINWALL & CO LTD,       244.74,       244.74,       247.00,       240.00,       240.54,                   139366.93,574,N, ,25,       315.00,       200.25
N,SM,ASPIRE,ASPIRE & INNOVATIVE ADV L,        15.35,        14.60,        14.60,        14.60,        14.60,                    29200.00,2000,N, ,1,        36.65,        10.20
N,EQ,ASTAR,ASIAN STAR CO. LTD.,       638.55,       639.00,       639.00,       611.10,       612.80,                    97091.60,154,N, ,13,       723.00,       555.05
N,EQ,ASTEC,ASTEC LIFESCIENCES LTD,       777.25,       776.90,       800.75,       755.05,       758.00,                 35613748.30,45986,N, ,2994,       998.40,       513.40
N,EQ,ASTERDM,ASTER DM HEALTHCARE LTD.,       738.05,       738.90,       756.00,       738.90,       754.00,                175248435.90,233590,N, ,11586,       776.55,       519.10
N,EQ,ASTRAL,ASTRAL LIMITED,      1549.30,      1555.00,      1564.40,      1513.60,      1518.80,                602486289.50,391870,N, ,17918,      1768.70,      1263.70
N,EQ,ASTRAMICRO,ASTRA MICROWAVE LTD,      1377.70,      1393.40,      1463.90,      1385.80,      1419.50,               3139764633.40,2195447,N, ,89943,      1463.90,       851.00
N,EQ,ASTRAZEN,ASTRAZENECA PHARMA IND LT,      8514.50,      8454.00,      8679.50,      8454.00,      8600.00,                 52440514.50,6126,N, ,1433,     10691.00,      7551.50
N,EQ,ATALREAL,ATAL REALTECH LIMITED,        30.47,        30.77,        31.18,        29.30,        30.43,                357921409.83,11710568,N, ,6381,        31.85,        15.12
N,EQ,ATAM,ATAM VALVES LIMITED,        71.91,        72.26,        72.26,        70.00,        70.52,                   655513.20,9277,N, ,173,       128.00,        48.50
N,EQ,ATGL,ADANI TOTAL GAS LIMITED,       744.05,       747.00,       770.00,       741.00,       762.25,               7655899058.00,10074052,N, ,143199,       859.85,       462.80
N,EQ,ATHERENERG,ATHER ENERGY LIMITED,       988.15,       993.00,      1042.00,       983.75,      1033.60,               4392266669.20,4325836,N, ,95951,      1047.00,       301.00
N,EQ,ATL,ALLCARGO TERMINALS LTD,        24.17,        24.17,        24.67,        23.96,        24.21,                  3357217.25,138209,N, ,683,        40.51,        18.20
N,EQ,ATLANTAA,ATLANTAA LIMITED,        41.06,        40.35,        41.38,        40.28,        40.89,                  2178510.25,53504,N, ,730,        73.39,        29.41
N,EQ,ATLASCYCLE,ATLAS CYCLE (HARYANA) LTD,       106.40,       104.55,       110.20,       102.10,       102.43,                  1661130.65,15991,N, ,324,       123.67,        76.15
N,E1,ATLPP,ATL RE.0.50 PPD UP,         9.36,        10.01,        10.01,         9.18,         9.86,                      304.52,32,N, ,8,        13.49,         6.22
N,EQ,ATUL,ATUL LTD,      6739.00,      6751.00,      6829.00,      6650.00,      6678.50,                 64876705.50,9661,N, ,2845,      7788.00,      5560.50
N,EQ,ATULAUTO,ATUL AUTO LIMITED,       470.55,       466.75,       476.00,       466.25,       468.75,                 47056618.20,100119,N, ,3370,       554.00,       380.05
N,EQ,AUBANK,AU SMALL FINANCE BANK LTD,       962.05,       962.45,       982.00,       960.90,       969.40,               1935985588.55,1989735,N, ,56468,      1079.55,       682.15
N,EQ,AURIGROW,AURI GROW INDIA LIMITED,         0.30,         0.30,         0.33,         0.30,         0.33,                  7404989.23,22820983,N, ,1028,         1.00,         0.20
N,EQ,AURIONPRO,AURIONPRO SOLN LTD,       790.00,       793.30,       807.50,       775.10,       778.00,                232605420.15,294844,N, ,8496,      1665.90,       719.60
N,EQ,AUROPHARMA,AUROBINDO PHARMA LTD,      1463.60,      1483.90,      1496.50,      1456.00,      1462.30,               1894909013.10,1282019,N, ,44576,      1550.00,      1016.10
N,EQ,AURUM,AURUM PROPTECH LIMITED,       188.70,       190.20,       194.40,       186.01,       190.08,                 47309499.21,247744,N, ,3021,       225.70,       151.90
N,SM,AUSL,ADITYA ULTRA STEEL LTD,        23.00,        23.00,        23.80,        22.05,        22.05,                   137700.00,6000,N, ,3,        48.30,        17.35
N,EQ,AUTOAXLES,AUTOMOTIVE AXLES LIMITED,      1725.20,      1732.50,      1732.50,      1714.80,      1726.70,                  8166421.30,4741,N, ,392,      2115.00,      1540.20
N,EQ,AVALON,AVALON TECHNOLOGIES LTD,      1637.70,      1630.00,      1688.50,      1587.80,      1607.90,                668742176.50,406233,N, ,38375,      1688.50,       777.30
N,EQ,AVANTEL,AVANTEL LIMITED,       176.00,       176.00,       176.89,       168.50,       169.94,                324661545.09,1890524,N, ,16555,       215.00,       117.05
N,EQ,AVANTIFEED,AVANTI FEEDS LIMITED,      1126.40,      1130.00,      1143.70,      1106.00,      1110.60,                376551077.70,336259,N, ,20235,      1593.80,       614.25
N,EQ,AVG,AVG LOGISTICS LIMITED,       153.16,       151.00,       153.58,       151.00,       151.74,                  1013064.83,6660,N, ,157,       319.00,       116.66
N,SM,AVIANSH,AVI ANSH TEXTILE LIMITED,       110.25,       112.00,       112.50,       112.00,       112.50,                   336500.00,3000,N, ,3,       123.50,        95.00
N,EQ,AVL,ADITYA VISION LIMITED,       536.75,       536.75,       562.40,       535.00,       551.20,                108947389.35,196519,N, ,11085,       598.70,       327.60
N,EQ,AVONMORE,AVONMORE CAP&MGT SERV LTD,        10.13,        10.45,        10.45,        10.00,        10.17,                  1289259.96,126905,N, ,292,        23.90,        10.00
N,SM,AVPINFRA,AVP INFRACON LIMITED,        70.25,        70.90,        73.35,        70.30,        72.45,                  1960720.00,27200,N, ,27,       218.00,        65.55
N,EQ,AVROIND,AVRO INDIA LIMITED,        11.18,        11.29,        11.52,        11.08,        11.25,                  1744473.40,153757,N, ,620,       202.00,        10.00
N,EQ,AVTNPL,AVT NATURAL PRODUCTS LTD,        69.10,        69.10,        70.59,        69.01,        69.16,                  1744451.38,25092,N, ,577,        83.80,        53.50
N,EQ,AWFIS,AWFIS SPACE SOLUTIONS LTD,       308.95,       311.40,       321.55,       307.00,       312.75,                136669229.25,435342,N, ,13281,       718.95,       229.05
N,EQ,AWHCL,ANTONY WASTE HDG CELL LTD,       445.45,       448.00,       456.00,       446.80,       451.05,                 37880131.00,83969,N, ,3433,       693.00,       372.50
N,EQ,AWL,AWL AGRI BUSINESS LIMITED,       189.27,       189.01,       192.12,       188.51,       188.88,                229321942.00,1205409,N, ,15894,       286.00,       171.19
N,EQ,AXISCADES,AXISCADES TECH LTD,      1766.70,      1789.60,      1847.00,      1713.00,      1836.00,                679185608.80,382058,N, ,16994,      2211.00,      1039.90
N,EQ,AXITA,AXITA COTTON LIMITED,         7.80,         7.94,         7.98,         7.82,         7.88,                  1250268.75,158253,N, ,520,        13.42,         7.70
N,EQ,AYE,AYE FINANCE LIMITED,       150.82,       151.70,       155.85,       145.00,       146.86,                181567477.46,1211517,N, ,13337,       168.78,        88.22
N,EQ,AYMSYNTEX,AYM SYNTEX LIMITED,       225.07,       220.05,       230.00,       219.65,       222.74,                  3603866.60,15966,N, ,2823,       279.33,       141.53
N,EQ,AZAD,AZAD ENGINEERING LIMITED,      2200.50,      2221.00,      2242.90,      2196.00,      2207.70,                858879379.60,387649,N, ,24395,      2350.00,      1360.00
N,SM,BABAFP,BABA FOOD PROCESSING,        26.05,        25.00,        25.00,        24.00,        24.90,                   158080.00,6400,N, ,4,        44.75,        20.30
N,EQ,BAFNAPH,BAFNA PHARMACEUTICALS LTD,       160.31,       172.89,       176.34,       169.00,       176.34,                  1558109.06,8913,N, ,169,       202.06,        72.01
N,SM,BAGDIGITAL,B.A.G.CONVERGENCE LIMITED,       115.40,       109.55,       109.55,       108.50,       108.60,                  1392400.00,12800,N, ,6,       139.00,        95.75
N,EQ,BAGFILMS,B.A.G FILMS AND MEDIA LTD,         5.03,         4.96,         5.28,         4.96,         5.15,                   574878.72,111560,N, ,255,         8.00,         3.61
N,RR,BAGMANE,BAGMANE PRIME OFFICE REIT,       103.30,       103.67,       103.80,       103.33,       103.35,                 43139614.49,416747,N, ,19230,       104.90,       102.81
N,SM,BAHETI,BAHETI RECYCLING IND LTD,       616.25,       624.80,       625.90,       618.00,       619.90,                 11879868.75,19125,N, ,44,       640.00,       478.00
N,EQ,BAIDFIN,BAID FINSERV LIMITED,        10.24,        10.15,        10.55,        10.15,        10.18,                   467538.33,45576,N, ,210,        14.10,         8.80
N,EQ,BAJAJCON,BAJAJ CONSUMER CARE LTD,       558.80,       558.80,       568.00,       546.55,       552.05,                271244692.00,485590,N, ,20518,       581.00,       168.25
N,EQ,BAJAJELEC,BAJAJ ELECT.LTD,       303.75,       305.00,       316.45,       305.00,       311.50,                149082062.30,477337,N, ,14020,       711.00,       301.05
N,EQ,BAJAJHCARE,BAJAJ HEALTHCARE LIMITED,       294.55,       296.10,       298.40,       292.00,       293.50,                 19465406.90,66224,N, ,1788,       552.60,       272.35
N,EQ,BAJAJHFL,BAJAJ HOUSING FINANCE LTD,        83.42,        83.33,        86.39,        83.33,        84.14,                507953090.67,5980539,N, ,47098,       128.45,        72.65
N,EQ,BAJAJHIND,BAJAJ HINDUSTHAN SUGAR LT,        19.31,        19.50,        20.16,        19.26,        19.75,                312449059.27,15803490,N, ,17950,        29.64,        14.85
N,EQ,BAJAJINDEF,INDEF MANUFACTURING LTD,       250.30,       247.95,       254.55,       236.55,       237.55,                 20528799.75,85054,N, ,2176,       580.25,       207.25
N,EQ,BAJAJST,BAJAJ STEEL INDS. LTD.,       383.15,       383.65,       387.85,       376.00,       380.95,                  4839876.15,12688,N, ,812,       507.80,       352.30
N,EQ,BAJEL,BAJEL PROJECTS LIMITED,       203.34,       205.48,       205.48,       198.51,       200.55,                 70491539.22,350243,N, ,5911,       263.90,       135.10
N,EQ,BALAJEE,SHREE TIRUPATI BALAJEE L,        29.03,        29.03,        29.47,        28.76,        28.94,                   576765.84,19825,N, ,196,        59.90,        21.10
N,SM,BALAJIPHOS,BALAJI PHOSPHATES LIMITED,        98.00,        98.00,        98.00,        98.00,        98.00,                  4900000.00,50000,N, ,1,       184.70,        78.80
N,EQ,BALAJITELE,BALAJI TELEFILMS LIMITED.,        87.98,        88.74,        89.85,        86.10,        87.34,                 14618967.72,165700,N, ,2251,       141.32,        69.52
N,EQ,BALAMINES,BALAJI AMINES LIMITED,      2099.90,      2100.00,      2150.00,      1992.00,      2043.30,               1087742736.00,528900,N, ,33246,      2185.00,       968.10
N,EQ,BALKRISHNA,BALKRISHNA PAPER MILLS L,        18.53,        18.53,        18.92,        18.20,        18.26,                   122383.60,6583,N, ,79,        25.97,        12.00
N,EQ,BALKRISIND,BALKRISHNA IND. LTD,      2191.90,      2204.00,      2236.00,      2135.00,      2142.00,                430664561.20,196497,N, ,12330,      2801.30,      2015.40
N,EQ,BALMLAWRIE,BALMER LAWRIE & CO LTD,       181.08,       182.97,       184.49,       178.00,       179.04,                 44591205.31,246544,N, ,3161,       238.20,       148.36
N,EQ,BALPHARMA,BAL PHARMA LTD.,        87.11,        89.65,        91.40,        85.00,        86.23,                  4982901.73,56220,N, ,3183,       111.18,        60.00
N,EQ,BALRAMCHIN,BALRAMPUR CHINI MILLS LTD,       532.20,       537.00,       541.00,       529.25,       531.80,                288860671.15,540692,N, ,20059,       627.80,       393.55
N,EQ,BALUFORGE,BALU FORGE INDUSTRIES LTD,       476.00,       480.00,       484.85,       474.00,       479.30,                147126725.25,306999,N, ,11335,       784.00,       341.05
N,EQ,BANARBEADS,BANARAS BEADS LTD,       105.19,       105.10,       108.00,       102.00,       104.59,                   135810.60,1302,N, ,92,       164.70,        96.80
N,EQ,BANARISUG,BANNARI AMMAN SUGARS LTD,      3600.00,      3628.00,      3640.00,      3600.00,      3600.20,                   671117.40,186,N, ,57,      4201.20,      3105.20
N,EQ,BANCOINDIA,BANCO PRODUCTS (I) LTD,       658.90,       660.90,       668.00,       654.05,       655.45,                 78809735.80,119347,N, ,6483,       879.80,       502.00
N,EQ,BANDHANBNK,BANDHAN BANK LIMITED,       205.44,       205.55,       208.95,       203.36,       205.87,               1266652412.22,6152884,N, ,34227,       212.66,       134.25
N,EQ,BANG,BANG OVERSEAS LTD.,        37.96,        38.54,        38.90,        37.55,        37.72,                   291880.77,7658,N, ,56,        64.01,        26.61
N,EQ,BANKINDIA,BANK OF INDIA,       139.69,       139.90,       143.37,       139.80,       141.46,               1800912282.51,12702704,N, ,48747,       178.36,       108.81
N,EQ,BANSALWIRE,BANSAL WIRE INDUSTRIES L,       308.50,       310.00,       310.00,       304.00,       305.55,                  4550724.95,14863,N, ,655,       434.30,       222.50
N,EQ,BANSWRAS,BANSWARA SYNTEX LIMITED,       124.97,       125.85,       126.64,       121.51,       121.97,                  3437912.56,27822,N, ,570,       165.49,        93.73
N,SM,BARFLEX,BARFLEX POLYFILMS LIMITED,        58.30,        57.65,        58.50,        57.65,        58.25,                  1044900.00,18000,N, ,9,        82.40,        53.00
N,EQ,BASF,BASF INDIA LTD,      3443.70,      3473.00,      3473.00,      3384.50,      3417.80,                 37144659.60,10841,N, ,3264,      5300.00,      3122.20
N,SM,BASILIC,BASILIC FLY STUDIO LTD,       204.20,       204.20,       207.00,       200.10,       201.35,                  2190855.00,10800,N, ,35,       509.80,       166.25
N,EQ,BASML,BANNARI AM SPIN MILL LTD.,        24.70,        24.70,        24.90,        24.25,        24.46,                  1295408.87,52639,N, ,294,        38.20,        17.05
N,EQ,BATAINDIA,BATA INDIA LTD,       657.55,       659.90,       670.30,       659.05,       664.60,                 48260668.15,72436,N, ,6824,      1284.90,       605.00
N,EQ,BATLIBOI,BATLIBOI LTD.,        76.32,        76.78,        76.83,        74.15,        74.51,                  2949213.45,39355,N, ,719,        88.95,        74.15
N,EQ,BAYERCROP,BAYER CROPSCIENCE LTD,      4406.90,      4424.90,      4430.00,      4342.20,      4350.10,                105061225.20,24094,N, ,3597,      6511.00,      4273.00
N,EQ,BBL,BHARAT BIJLEE LTD,      2800.80,      2801.00,      2879.30,      2801.00,      2841.00,                 84656204.10,29817,N, ,3785,      3411.00,      2051.70
N,EQ,BBOX,BLACK BOX LIMITED,      1078.20,      1100.00,      1103.00,      1061.00,      1072.90,                669541032.80,616162,N, ,19752,      1103.00,       435.05
N,EQ,BBTC,BOMBAY BURMAH TRADING COR,      1489.80,      1509.80,      1535.00,      1491.10,      1529.10,                104133209.10,68257,N, ,9673,      2155.00,      1314.60
N,EQ,BBTCL,B&B TRIPLEWALL CONT LTD,       209.92,       216.90,       217.30,       207.00,       207.50,                  1467162.26,6927,N, ,429,       240.00,       150.00
N,EQ,BCG,BRIGHTCOM GROUP LIMITED,        11.59,        12.10,        13.10,        11.91,        12.09,                662734435.64,53090261,N, ,33121,        13.10,         7.97
N,EQ,BCLIND,BCL INDUSTRIES LIMITED,        32.24,        32.80,        33.85,        32.22,        33.45,                 27090752.86,817117,N, ,4231,        49.30,        25.53
N,EQ,BCONCEPTS,BRAND CONCEPTS LIMITED,       184.07,       185.01,       192.72,       184.30,       189.57,                  5581421.48,29659,N, ,1498,       449.00,       182.00
N,EQ,BCPL,BCPL RAILWAY INFRA LTD,        77.95,        78.90,        78.90,        75.36,        76.46,                  1538170.34,19931,N, ,717,        92.00,        60.00
N,EQ,BDL,BHARAT DYNAMICS LIMITED,      1212.80,      1213.00,      1233.20,      1200.00,      1207.40,               1837741715.30,1506663,N, ,35214,      2057.00,      1086.00
N,EQ,BEARDSELL,BEARDSELL LIMITED,        28.57,        28.75,        29.60,        28.75,        28.91,                   195219.00,6723,N, ,186,        38.60,        20.02
N,EQ,BECTORFOOD,MRS BECTORS FOOD SPE LTD,       172.26,       172.99,       175.75,       171.50,       172.20,                142095219.29,820574,N, ,15714,      1569.10,       169.21
N,EQ,BEDMUTHA,BEDMUTHA INDUST LTD,       112.14,       112.14,       114.99,       110.00,       111.03,                  1580778.25,13927,N, ,79,       186.66,        94.55
N,EQ,BEEKAY,BEEKAY STEEL INDS. LTD.,       392.00,       392.00,       395.90,       381.30,       391.10,                   306070.85,785,N, ,67,       471.85,       355.05
N,EQ,BELLACASA,BELLA CASA FASH AND RET L,       239.72,       239.72,       242.98,       236.21,       239.90,                  1616288.85,6740,N, ,159,       497.35,       220.25
N,EQ,BELRISE,BELRISE INDUSTRIES LTD,       216.12,       216.50,       219.28,       215.25,       215.98,                385054809.25,1774389,N, ,20930,       228.80,        89.15
N,EQ,BEML,BEML LIMITED,      1737.10,      1747.00,      1764.00,      1721.70,      1742.80,                251808520.90,144393,N,XD,12090,      4874.80,      1355.00
N,EQ,BENGALASM,BENGAL & ASSAM CO. LTD.,      7050.00,      7003.00,      7268.00,      6935.50,      7109.00,                  6114124.00,864,N, ,204,      7268.00,      5845.85
N,EQ,BEPL,BHANSALI ENG. POLYMERS LT,        95.16,        95.60,        98.50,        94.60,        96.86,                 80934344.06,836504,N, ,6430,       123.80,        74.20
N,EQ,BERGEPAINT,BERGER PAINTS (I) LTD,       494.25,       496.70,       500.65,       487.15,       490.25,                 86085433.60,175032,N, ,13390,       605.00,       391.10
